life-bouy (alias)	&#xf1cd
life-buoy (alias)	&#xf1cd
life-ring	&#xf1cd
life-saver (alias)	&#xf1cd
lightbulb-o	&#xf0eb
line-chart	&#xf201;
location-arrow	&#xf124;
lock	&#xf023;
low-vision	&#xf2a8;
magic	&#xf0d0;
magnet	&#xf076;
mail-forward (alias)	&#xf064;
mail-reply (alias)	&#xf112;
mail-reply-all (alias)	&#xf122;
male	&#xf183;
map	&#xf279;
map-marker	&#xf041;
map-o	&#xf278;
map-pin	&#xf276;
map-signs	&#xf277;
meh-o	&#xf11a
microchip	&#xf2db
microphone	&#xf130;
microphone-slash	&#xf131;
minus	&#xf068;
minus-circle	&#xf056;
minus-square	&#xf146;
minus-square-o	&#xf147;
mobile	&#xf10b
mobile-phone (alias)	&#xf10b
money	&#xf0d6;
moon-o	&#xf186;
mortar-board (alias)	&#xf19d
motorcycle	&#xf21c
mouse-pointer	&#xf245;
music	&#xf001;
navicon (alias)	&#xf0c9;
newspaper-o	&#xf1ea
object-group	&#xf247;
object-ungroup	&#xf248;
paint-brush	&#xf1fc
paper-plane	&#xf1d8;
paper-plane-o	&#xf1d9;
paw	&#xf1b0;
pencil	&#xf040;
pencil-square	&#xf14b
pencil-square-o	&#xf044;
percent	&#xf295;
phone	&#xf095;
phone-square	&#xf098;
photo (alias)	&#xf03e
picture-o	&#xf03e
pie-chart	&#xf200;
plane	&#xf072;
plug	&#xf1e6;
plus	&#xf067;
plus-circle	&#xf055;
plus-square	&#xf0fe
plus-square-o	&#xf196;
podcast	&#xf2ce
power-off	&#xf011;
print	&#xf02f
puzzle-piece	&#xf12e
qrcode	&#xf029;
question	&#xf128;
question-circle	&#xf059;
question-circle-o	&#xf29c
quote-left	&#xf10d
quote-right	&#xf10e
random	&#xf074;
recycle	&#xf1b8;
refresh	&#xf021;
registered	&#xf25d
remove (alias)	&#xf00d
reorder (alias)	&#xf0c9;
reply	&#xf112;
reply-all	&#xf122;
retweet	&#xf079;
road	&#xf018;
rocket	&#xf135;
rss	&#xf09e
rss-square	&#xf143;
s15 (alias)	&#xf2cd
search	&#xf002;
search-minus	&#xf010;
search-plus	&#xf00e
send (alias)	&#xf1d8;
send-o (alias)	&#xf1d9;
server	&#xf233;
share	&#xf064;
share-alt	&#xf1e0;
share-alt-square	&#xf1e1;
share-square	&#xf14d
share-square-o	&#xf045;
shield	&#xf132;
ship	&#xf21a
shopping-bag	&#xf290;
shopping-basket	&#xf291;
shopping-cart	&#xf07a
shower	&#xf2cc
sign-in	&#xf090;
sign-language	&#xf2a7;
sign-out	&#xf08b
signal	&#xf012;
signing (alias)	&#xf2a7;
sitemap	&#xf0e8;
sliders	&#xf1de
smile-o	&#xf118;
snowflake-o	&#xf2dc
soccer-ball-o (alias)	&#xf1e3;
sort	&#xf0dc
sort-alpha-asc	&#xf15d
sort-alpha-desc	&#xf15e
sort-amount-asc	&#xf160;
sort-amount-desc	&#xf161;
sort-asc	&#xf0de
sort-desc	&#xf0dd
sort-down (alias)	&#xf0dd
sort-numeric-asc	&#xf162;
sort-numeric-desc	&#xf163;
sort-up (alias)	&#xf0de
space-shuttle	&#xf197;
spinner	&#xf110;
spoon	&#xf1b1;
square	&#xf0c8;
square-o	&#xf096;
star	&#xf005;
star-half	&#xf089;
star-half-empty (alias)	&#xf123;
star-half-full (alias)	&#xf123;
star-half-o	&#xf123;
star-o	&#xf006;
sticky-note	&#xf249;
sticky-note-o	&#xf24a
street-view	&#xf21d
suitcase	&#xf0f2;
sun-o	&#xf185;
support (alias)	&#xf1cd
tablet	&#xf10a
tachometer	&#xf0e4;
tag	&#xf02b
tags	&#xf02c
tasks	&#xf0ae
taxi	&#xf1ba
television	&#xf26c
terminal	&#xf120;
thermometer (alias)	&#xf2c7;
thermometer-0 (alias)	&#xf2cb
thermometer-1 (alias)	&#xf2ca
thermometer-2 (alias)	&#xf2c9;
thermometer-3 (alias)	&#xf2c8;
thermometer-4 (alias)	&#xf2c7;
thermometer-empty	&#xf2cb
thermometer-full	&#xf2c7;
thermometer-half	&#xf2c9;
thermometer-quarter	&#xf2ca
thermometer-three-quarters	&#xf2c8;
thumb-tack	&#xf08d
thumbs-down	&#xf165;
thumbs-o-down	&#xf088;
thumbs-o-up	&#xf087;
thumbs-up	&#xf164;
ticket	&#xf145;
times	&#xf00d
times-circle	&#xf057;
times-circle-o	&#xf05c
times-rectangle (alias)	&#xf2d3;
times-rectangle-o (alias)	&#xf2d4;
tint	&#xf043;
toggle-down (alias)	&#xf150;
toggle-left (alias)	&#xf191;
toggle-off	&#xf204;
toggle-on	&#xf205;
toggle-right (alias)	&#xf152;
toggle-up (alias)	&#xf151;
trademark	&#xf25c
trash	&#xf1f8;
trash-o	&#xf014;
tree	&#xf1bb
trophy	&#xf091;
truck	&#xf0d1;
tty	&#xf1e4;
tv (alias)	&#xf26c
umbrella	&#xf0e9;
universal-access	&#xf29a
university	&#xf19c
unlock	&#xf09c
unlock-alt	&#xf13e
unsorted (alias)	&#xf0dc
upload	&#xf093;
user	&#xf007;
user-circle	&#xf2bd
user-circle-o	&#xf2be
user-o	&#xf2c0;
user-plus	&#xf234;
user-secret	&#xf21b
user-times	&#xf235;
users	&#xf0c0;
vcard (alias)	&#xf2bb
vcard-o (alias)	&#xf2bc
video-camera	&#xf03d
volume-control-phone	&#xf2a0;
volume-down	&#xf027;
volume-off	&#xf026;
volume-up	&#xf028;
warning (alias)	&#xf071;
wheelchair	&#xf193;
wheelchair-alt	&#xf29b
wifi	&#xf1eb
window-close	&#xf2d3;
window-close-o	&#xf2d4;
window-maximize	&#xf2d0;
window-minimize	&#xf2d1;
window-restore	&#xf2d2;
wrench	&#xf0ad
